event,mp,ammo,mre,part,input_level,rank,gun_id,name,rank_total,rank_count,gun_total,gun_count,mean,stdev
003日常（玛姬）,1000,1000,1000,1000,1,4,237,SAR-21,7064,2612,2638,217,0.0304163730,0.0019871369
003日常（玛姬）,1000,1000,1000,1000,1,4,262,EM-2,7064,2612,2638,209,0.0292950320,0.0019533677
003日常（玛姬）,1000,1000,1000,1000,1,4,288,CR-21,7064,2612,2638,198,0.0277531882,0.0019055483
003日常（玛姬）,1000,1000,1000,1000,1,4,330,FX-05,7064,2612,2638,175,0.0245293330,0.0017998406
003日常（玛姬）,1000,1000,1000,1000,1,4,349,AK74M,7064,2612,2638,210,0.0294351996,0.0019576341
003日常（玛姬）,1000,1000,1000,1000,1,5,16,汤姆森,7064,793,799,273,0.0383564464,0.0018906149
003日常（玛姬）,1000,1000,1000,1000,1,5,65,HK416,7064,793,799,94,0.0132069815,0.0012835987
003日常（玛姬）,1000,1000,1000,1000,1,5,122,G11,7064,793,799,67,0.0094134868,0.0011041632
003日常（玛姬）,1000,1000,1000,1000,1,5,338,SIG MCX,7064,793,799,118,0.0165789768,0.0014135590
003日常（玛姬）,1000,1000,1000,1000,1,5,356,A-545,7064,793,799,84,0.0118019835,0.0012219459
003日常（玛姬）,1000,1000,1000,1000,1,5,365,SCR,7064,793,799,97,0.0136284810,0.0013011540
003日常（玛姬）,1000,1000,1000,1000,1,5,378,SCAR-L,7064,793,799,66,0.0092729870,0.0010966377
003日常（玛姬）,1000,4000,4000,2000,1,3,18,MAC-10,3837,960,995,83,0.0208705765,0.0022062313
003日常（玛姬）,1000,4000,4000,2000,1,3,22,PPS-43,3837,960,995,82,0.0206191238,0.0021940947
003日常（玛姬）,1000,4000,4000,2000,1,3,27,蝎式,3837,960,995,60,0.0150871637,0.0018991603
003日常（玛姬）,1000,4000,4000,2000,1,3,32,微型乌兹,3837,960,995,91,0.0228821983,0.0023000208
003日常（玛姬）,1000,4000,4000,2000,1,3,58,AK-47,3837,960,995,115,0.0289170638,0.0025512611
003日常（玛姬）,1000,4000,4000,2000,1,3,61,StG44,3837,960,995,104,0.0261510838,0.0024411960
003日常（玛姬）,1000,4000,4000,2000,1,3,70,FNC,3837,960,995,90,0.0226307456,0.0022886050
003日常（玛姬）,1000,4000,4000,2000,1,3,105,OTs-12,3837,960,995,112,0.0281627056,0.0025220239
003日常（玛姬）,1000,4000,4000,2000,1,3,116,Z-62,3837,960,995,75,0.0188589547,0.0021063329
003日常（玛姬）,1000,4000,4000,2000,1,3,120,ARX-160,3837,960,995,108,0.0271568947,0.0024821450
003日常（玛姬）,1000,4000,4000,2000,1,3,178,F1,3837,960,995,75,0.0188589547,0.0021063329
003日常（玛姬）,1000,4000,4000,2000,1,4,26,MP5,3837,1330,1360,118,0.0300748133,0.0026621867
003日常（玛姬）,1000,4000,4000,2000,1,4,60,AS Val,3837,1330,1360,92,0.0234481596,0.0023749858
003日常（玛姬）,1000,4000,4000,2000,1,4,64,G36,3837,1330,1360,65,0.0165666345,0.0020172960
003日常（玛姬）,1000,4000,4000,2000,1,4,66,56-1式,3837,1330,1360,105,0.0267614865,0.0025242856
003日常（玛姬）,1000,4000,4000,2000,1,4,69,FAMAS,3837,1330,1360,93,0.0237030309,0.0023869228
003日常（玛姬）,1000,4000,4000,2000,1,4,72,TAR-21,3837,1330,1360,108,0.0275261004,0.0025570510
003日常（玛姬）,1000,4000,4000,2000,1,4,118,9A-91,3837,1330,1360,86,0.0219189318,0.0023016262
003日常（玛姬）,1000,4000,4000,2000,1,4,171,利贝罗勒,3837,1330,1360,110,0.0280358430,0.0025785702
003日常（玛姬）,1000,4000,4000,2000,1,4,216,XM8,3837,1330,1360,103,0.0262517439,0.0025021076
003日常（玛姬）,1000,4000,4000,2000,1,4,237,SAR-21,3837,1330,1360,96,0.0244676448,0.0024222617
003日常（玛姬）,1000,4000,4000,2000,1,4,262,EM-2,3837,1330,1360,78,0.0198799614,0.0021987883
003日常（玛姬）,1000,4000,4000,2000,1,4,288,CR-21,3837,1330,1360,102,0.0259968726,0.0024909156
003日常（玛姬）,1000,4000,4000,2000,1,4,330,FX-05,3837,1330,1360,91,0.0231932883,0.0023629682
003日常（玛姬）,1000,4000,4000,2000,1,4,349,AK74M,3837,1330,1360,113,0.0288004569,0.0026103784
003日常（玛姬）,1000,4000,4000,2000,1,5,16,汤姆森,3837,1547,1561,57,0.0147221239,0.0019254275
003日常（玛姬）,1000,4000,4000,2000,1,5,62,G41,3837,1547,1561,79,0.0204043471,0.0022502121
003日常（玛姬）,1000,4000,4000,2000,1,5,65,HK416,3837,1547,1561,40,0.0103313150,0.0016219792
003日常（玛姬）,1000,4000,4000,2000,1,5,106,FAL,3837,1547,1561,60,0.0154969725,0.0019734880
003日常（玛姬）,1000,4000,4000,2000,1,5,122,G11,3837,1547,1561,31,0.0080067691,0.0014320867
003日常（玛姬）,1000,4000,4000,2000,1,5,129,95式,3837,1547,1561,74,0.0191129327,0.0021814867
003日常（玛姬）,1000,4000,4000,2000,1,5,130,97式,3837,1547,1561,69,0.0178215184,0.0021100154
003日常（玛姬）,1000,4000,4000,2000,1,5,172,RFB,3837,1547,1561,42,0.0108478807,0.0016609478
003日常（玛姬）,1000,4000,4000,2000,1,5,181,T91,3837,1547,1561,61,0.0157552554,0.0019892069
003日常（玛姬）,1000,4000,4000,2000,1,5,194,K2,3837,1547,1561,70,0.0180798012,0.0021245425
003日常（玛姬）,1000,4000,4000,2000,1,5,196,Zas M21,3837,1547,1561,101,0.0260865703,0.0025254766
003日常（玛姬）,1000,4000,4000,2000,1,5,205,AN-94,3837,1547,1561,36,0.0092981835,0.0015407541
003日常（玛姬）,1000,4000,4000,2000,1,5,206,AK-12,3837,1547,1561,45,0.0116227294,0.0017175562
003日常（玛姬）,1000,4000,4000,2000,1,5,214,ADS,3837,1547,1561,72,0.0185963670,0.0021532427
003日常（玛姬）,1000,4000,4000,2000,1,5,215,MDR,3837,1547,1561,60,0.0154969725,0.0019734880
003日常（玛姬）,1000,4000,4000,2000,1,5,236,K11,3837,1547,1561,79,0.0204043471,0.0022502121
003日常（玛姬）,1000,4000,4000,2000,1,5,243,64式自,3837,1547,1561,89,0.0229871758,0.0023803671
003日常（玛姬）,1000,4000,4000,2000,1,5,287,SIG-556,3837,1547,1561,60,0.0154969725,0.0019734880
003日常（玛姬）,1000,4000,4000,2000,1,5,290,89式自,3837,1547,1561,55,0.0142055581,0.0018925957
003日常（玛姬）,1000,4000,4000,2000,1,5,293,AK-15,3837,1547,1561,45,0.0116227294,0.0017175562
003日常（玛姬）,1000,4000,4000,2000,1,5,306,AK-阿尔法,3837,1547,1561,69,0.0178215184,0.0021100154
003日常（玛姬）,1000,4000,4000,2000,1,5,313,S-ACR,3837,1547,1561,82,0.0211791957,0.0022902325
003日常（玛姬）,1000,4000,4000,2000,1,5,338,SIG MCX,3837,1547,1561,50,0.0129141437,0.0018074937
003日常（玛姬）,1000,4000,4000,2000,1,5,356,A-545,3837,1547,1561,47,0.0121392951,0.0017541582
003日常（玛姬）,1000,4000,4000,2000,1,5,365,SCR,3837,1547,1561,43,0.0111061636,0.0016800548
003日常（玛姬）,1000,4000,4000,2000,1,5,378,SCAR-L,3837,1547,1561,45,0.0116227294,0.0017175562
003日常（玛姬）,4000,1000,4000,2000,1,3,18,MAC-10,2991,942,990,51,0.0162244309,0.0022278333
003日常（玛姬）,4000,1000,4000,2000,1,3,22,PPS-43,2991,942,990,58,0.0184513135,0.0023670025
003日常（玛姬）,4000,1000,4000,2000,1,3,27,蝎式,2991,942,990,61,0.0194056918,0.0024235652
003日常（玛姬）,4000,1000,4000,2000,1,3,32,微型乌兹,2991,942,990,46,0.0146338004,0.0021213936
003日常（玛姬）,4000,1000,4000,2000,1,3,34,M1加兰德,2991,942,990,95,0.0302219791,0.0029690370
003日常（玛姬）,4000,1000,4000,2000,1,3,37,M14,2991,942,990,127,0.0404020141,0.0033713945
003日常（玛姬）,4000,1000,4000,2000,1,3,44,SV-98,2991,942,990,112,0.0356301227,0.0031932288
003日常（玛姬）,4000,1000,4000,2000,1,3,58,AK-47,2991,942,990,28,0.0089075307,0.0016706789
003日常（玛姬）,4000,1000,4000,2000,1,3,61,StG44,2991,942,990,21,0.0066806480,0.0014520667
003日常（玛姬）,4000,1000,4000,2000,1,3,70,FNC,2991,942,990,31,0.0098619090,0.0017551794
003日常（玛姬）,4000,1000,4000,2000,1,3,95,汉阳造88式,2991,942,990,62,0.0197238179,0.0024420441
003日常（玛姬）,4000,1000,4000,2000,1,3,105,OTs-12,2991,942,990,29,0.0092256568,0.0016993732
003日常（玛姬）,4000,1000,4000,2000,1,3,116,Z-62,2991,942,990,61,0.0194056918,0.0024235652
003日常（玛姬）,4000,1000,4000,2000,1,3,120,ARX-160,2991,942,990,24,0.0076350263,0.0015499371
003日常（玛姬）,4000,1000,4000,2000,1,3,145,OTs-44,2991,942,990,121,0.0384932576,0.0033021240
003日常（玛姬）,4000,1000,4000,2000,1,3,178,F1,2991,942,990,63,0.0200419440,0.0024603423
003日常（玛姬）,4000,1000,4000,2000,1,4,26,MP5,2991,1219,1254,87,0.0282754164,0.0029444858
003日常（玛姬）,4000,1000,4000,2000,1,4,36,春田,2991,1219,1254,92,0.0299004403,0.0030214689
003日常（玛姬）,4000,1000,4000,2000,1,4,39,莫辛-纳甘,2991,1219,1254,90,0.0292504307,0.0029909985
003日常（玛姬）,4000,1000,4000,2000,1,4,42,PTRD,2991,1219,1254,76,0.0247003637,0.0027648985
003日常（玛姬）,4000,1000,4000,2000,1,4,43,SVD,2991,1219,1254,38,0.0123501819,0.0019861369
003日常（玛姬）,4000,1000,4000,2000,1,4,60,AS Val,2991,1219,1254,40,0.0130001914,0.0020360689
003日常（玛姬）,4000,1000,4000,2000,1,4,66,56-1式,2991,1219,1254,22,0.0071501053,0.0015210633
003日常（玛姬）,4000,1000,4000,2000,1,4,69,FAMAS,2991,1219,1254,21,0.0068251005,0.0014866904
003日常（玛姬）,4000,1000,4000,2000,1,4,117,PSG-1,2991,1219,1254,65,0.0211253111,0.0025688153
003日常（玛姬）,4000,1000,4000,2000,1,4,118,9A-91,2991,1219,1254,27,0.0087751292,0.0016816707
003日常（玛姬）,4000,1000,4000,2000,1,4,146,G28,2991,1219,1254,76,0.0247003637,0.0027648985
003日常（玛姬）,4000,1000,4000,2000,1,4,180,PzB39,2991,1219,1254,60,0.0195002871,0.0024731847
003日常（玛姬）,4000,1000,4000,2000,1,4,184,T-5000,2991,1219,1254,75,0.0243753589,0.0027478053
003日常（玛姬）,4000,1000,4000,2000,1,4,216,XM8,2991,1219,1254,31,0.0100751484,0.0017990195
003日常（玛姬）,4000,1000,4000,2000,1,4,235,SPR A3G,2991,1219,1254,72,0.0234003446,0.0026956869
003日常（玛姬）,4000,1000,4000,2000,1,4,237,SAR-21,2991,1219,1254,24,0.0078001149,0.0015874178
003日常（玛姬）,4000,1000,4000,2000,1,4,247,K31,2991,1219,1254,58,0.0188502776,0.0024336368
003日常（玛姬）,4000,1000,4000,2000,1,4,262,EM-2,2991,1219,1254,25,0.0081251196,0.0016194974
003日常（玛姬）,4000,1000,4000,2000,1,4,270,四式,2991,1219,1254,81,0.0263253876,0.0028483798
003日常（玛姬）,4000,1000,4000,2000,1,4,288,CR-21,2991,1219,1254,36,0.0117001723,0.0019347416
003日常（玛姬）,4000,1000,4000,2000,1,4,305,塔布克,2991,1219,1254,79,0.0256753781,0.0028153747
003日常（玛姬）,4000,1000,4000,2000,1,4,330,FX-05,2991,1219,1254,40,0.0130001914,0.0020360689
003日常（玛姬）,4000,1000,4000,2000,1,4,349,AK74M,2991,1219,1254,39,0.0126751866,0.0020112789
003日常（玛姬）,4000,1000,4000,2000,1,5,16,汤姆森,2991,830,841,32,0.0105588267,0.0018426827
003日常（玛姬）,4000,1000,4000,2000,1,5,46,Kar98k,2991,830,841,55,0.0181479834,0.0023814347
003日常（玛姬）,4000,1000,4000,2000,1,5,48,WA2000,2991,830,841,55,0.0181479834,0.0023814347
003日常（玛姬）,4000,1000,4000,2000,1,5,50,李-恩菲尔德,2991,830,841,50,0.0164981667,0.0022777676
003日常（玛姬）,4000,1000,4000,2000,1,5,53,NTW-20,2991,830,841,51,0.0168281301,0.0022989884
003日常（玛姬）,4000,1000,4000,2000,1,5,65,HK416,2991,830,841,16,0.0052794133,0.0013157042
003日常（玛姬）,4000,1000,4000,2000,1,5,122,G11,2991,830,841,11,0.0036295967,0.0010942019
003日常（玛姬）,4000,1000,4000,2000,1,5,128,M99,2991,830,841,30,0.0098989000,0.0017863583
003日常（玛姬）,4000,1000,4000,2000,1,5,148,IWS 2000,2991,830,841,18,0.0059393400,0.0013938344
003日常（玛姬）,4000,1000,4000,2000,1,5,197,卡尔卡诺M1891,2991,830,841,47,0.0155082767,0.0022125315
003日常（玛姬）,4000,1000,4000,2000,1,5,198,卡尔卡诺M91/38,2991,830,841,23,0.0075891567,0.0015708145
003日常（玛姬）,4000,1000,4000,2000,1,5,257,M200,2991,830,841,58,0.0191378734,0.0024408828
003日常（玛姬）,4000,1000,4000,2000,1,5,261,QBU-88,2991,830,841,72,0.0237573601,0.0026953169
003日常（玛姬）,4000,1000,4000,2000,1,5,312,VSK-94,2991,830,841,46,0.0151783134,0.0021902354
003日常（玛姬）,4000,1000,4000,2000,1,5,329,SVCh,2991,830,841,45,0.0148483500,0.0021676500
003日常（玛姬）,4000,1000,4000,2000,1,5,337,德利尔,2991,830,841,66,0.0217775801,0.0025905440
003日常（玛姬）,4000,1000,4000,2000,1,5,338,SIG MCX,2991,830,841,13,0.0042895233,0.0011880989
003日常（玛姬）,4000,1000,4000,2000,1,5,348,HS.50,2991,830,841,72,0.0237573601,0.0026953169
003日常（玛姬）,4000,1000,4000,2000,1,5,356,A-545,2991,830,841,11,0.0036295967,0.0010942019
003日常（玛姬）,4000,1000,4000,2000,1,5,365,SCR,2991,830,841,13,0.0042895233,0.0011880989
003日常（玛姬）,4000,1000,4000,2000,1,5,377,SCAR-H,2991,830,841,43,0.0141884234,0.0021215738
003日常（玛姬）,4000,1000,4000,2000,1,5,378,SCAR-L,2991,830,841,14,0.0046194867,0.0012322090
003日常（玛姬）,4000,4000,1000,2000,1,3,18,MAC-10,3495,723,750,67,0.0184801144,0.0021670947
003日常（玛姬）,4000,4000,1000,2000,1,3,22,PPS-43,3495,723,750,72,0.0198592275,0.0022383169
003日常（玛姬）,4000,4000,1000,2000,1,3,27,蝎式,3495,723,750,87,0.0239965665,0.0024332605
003日常（玛姬）,4000,4000,1000,2000,1,3,29,司登MkⅡ,3495,723,750,130,0.0358569385,0.0028769811
003日常（玛姬）,4000,4000,1000,2000,1,3,32,微型乌兹,3495,723,750,58,0.0159977110,0.0020294523
003日常（玛姬）,4000,4000,1000,2000,1,3,58,AK-47,3495,723,750,34,0.0093779685,0.0015803765
003日常（玛姬）,4000,4000,1000,2000,1,3,61,StG44,3495,723,750,39,0.0107570815,0.0016867135
003日常（玛姬）,4000,4000,1000,2000,1,3,70,FNC,3495,723,750,34,0.0093779685,0.0015803765
003日常（玛姬）,4000,4000,1000,2000,1,3,105,OTs-12,3495,723,750,36,0.0099296137,0.0016239355
003日常（玛姬）,4000,4000,1000,2000,1,3,116,Z-62,3495,723,750,75,0.0206866953,0.0022794458
003日常（玛姬）,4000,4000,1000,2000,1,3,120,ARX-160,3495,723,750,50,0.0137911302,0.0018950899
003日常（玛姬）,4000,4000,1000,2000,1,3,178,F1,3495,723,750,68,0.0187559371,0.0021816187
003日常（玛姬）,4000,4000,1000,2000,1,4,23,PP-90,3495,2033,2080,108,0.0302030373,0.0028450110
003日常（玛姬）,4000,4000,1000,2000,1,4,26,MP5,3495,2033,2080,102,0.0285250908,0.0027690333
003日常（玛姬）,4000,4000,1000,2000,1,4,60,AS Val,3495,2033,2080,39,0.0109066524,0.0017391264
003日常（玛姬）,4000,4000,1000,2000,1,4,66,56-1式,3495,2033,2080,35,0.0097880213,0.0016491330
003日常（玛姬）,4000,4000,1000,2000,1,4,69,FAMAS,3495,2033,2080,25,0.0069914438,0.0013971568
003日常（玛姬）,4000,4000,1000,2000,1,4,101,UMP9,3495,2033,2080,173,0.0483807912,0.0035412610
003日常（玛姬）,4000,4000,1000,2000,1,4,103,UMP45,3495,2033,2080,142,0.0397114009,0.0032341550
003日常（玛姬）,4000,4000,1000,2000,1,4,118,9A-91,3495,2033,2080,22,0.0061524706,0.0013116003
003日常（玛姬）,4000,4000,1000,2000,1,4,137,PP-19-01,3495,2033,2080,141,0.0394317431,0.0032235737
003日常（玛姬）,4000,4000,1000,2000,1,4,150,希普卡,3495,2033,2080,135,0.0377537966,0.0031590904
003日常（玛姬）,4000,4000,1000,2000,1,4,216,XM8,3495,2033,2080,38,0.0106269946,0.0017171033
003日常（玛姬）,4000,4000,1000,2000,1,4,237,SAR-21,3495,2033,2080,23,0.0064321283,0.0013407541
003日常（玛姬）,4000,4000,1000,2000,1,4,262,EM-2,3495,2033,2080,25,0.0069914438,0.0013971568
003日常（玛姬）,4000,4000,1000,2000,1,4,286,KAC-PDW,3495,2033,2080,145,0.0405503742,0.0032656237
003日常（玛姬）,4000,4000,1000,2000,1,4,288,CR-21,3495,2033,2080,31,0.0086693903,0.0015535474
003日常（玛姬）,4000,4000,1000,2000,1,4,304,SAF,3495,2033,2080,146,0.0408300319,0.0032760231
003日常（玛姬）,4000,4000,1000,2000,1,4,328,AR-57,3495,2033,2080,120,0.0335589303,0.0029898175
003日常（玛姬）,4000,4000,1000,2000,1,4,330,FX-05,3495,2033,2080,34,0.0095083636,0.0016257985
003日常（玛姬）,4000,4000,1000,2000,1,4,336,PPD-40,3495,2033,2080,99,0.0276861175,0.0027300648
003日常（玛姬）,4000,4000,1000,2000,1,4,349,AK74M,3495,2033,2080,37,0.0103473369,0.0016947718
003日常（玛姬）,4000,4000,1000,2000,1,4,355,维涅龙M2,3495,2033,2080,163,0.0455842137,0.0034463388
003日常（玛姬）,4000,4000,1000,2000,1,4,363,MPL,3495,2033,2080,142,0.0397114009,0.0032341550
003日常（玛姬）,4000,4000,1000,2000,1,4,364,MPK,3495,2033,2080,155,0.0433469517,0.0033676676
003日常（玛姬）,4000,4000,1000,2000,1,5,16,汤姆森,3495,739,748,41,0.0115898954,0.0017697228
003日常（玛姬）,4000,4000,1000,2000,1,5,20,维克托,3495,739,748,74,0.0209183478,0.0023217513
003日常（玛姬）,4000,4000,1000,2000,1,5,28,MP7,3495,739,748,45,0.0127206169,0.0018488229
003日常（玛姬）,4000,4000,1000,2000,1,5,65,HK416,3495,739,748,14,0.0039575253,0.0010535734
003日常（玛姬）,4000,4000,1000,2000,1,5,104,G36C,3495,739,748,58,0.0163954618,0.0020795803
003日常（玛姬）,4000,4000,1000,2000,1,5,115,索米,3495,739,748,63,0.0178088637,0.0021595478
003日常（玛姬）,4000,4000,1000,2000,1,5,122,G11,3495,739,748,11,0.0031094841,0.0009357877
003日常（玛姬）,4000,4000,1000,2000,1,5,127,79式,3495,739,748,75,0.0212010282,0.0023356627
003日常（玛姬）,4000,4000,1000,2000,1,5,135,SR-3MP,3495,739,748,56,0.0158301011,0.0020463514
003日常（玛姬）,4000,4000,1000,2000,1,5,213,C-MS,3495,739,748,30,0.0084804113,0.0015254760
003日常（玛姬）,4000,4000,1000,2000,1,5,228,樱花,3495,739,748,71,0.0200703067,0.0022792248
003日常（玛姬）,4000,4000,1000,2000,1,5,245,P90,3495,739,748,29,0.0081977309,0.0015008735
003日常（玛姬）,4000,4000,1000,2000,1,5,338,SIG MCX,3495,739,748,21,0.0059362879,0.0012842291
003日常（玛姬）,4000,4000,1000,2000,1,5,347,SR-2,3495,739,748,64,0.0180915441,0.0021750404
003日常（玛姬）,4000,4000,1000,2000,1,5,356,A-545,3495,739,748,10,0.0028268038,0.0008928400
003日常（玛姬）,4000,4000,1000,2000,1,5,365,SCR,3495,739,748,13,0.0036748449,0.0010159358
003日常（玛姬）,4000,4000,1000,2000,1,5,376,Erma,3495,739,748,61,0.0172435029,0.0021280728
003日常（玛姬）,4000,4000,1000,2000,1,5,378,SCAR-L,3495,739,748,12,0.0033921645,0.0009767392
003日常（玛姬）,6000,1000,6000,4000,1,3,18,MAC-10,4801,1399,1469,89,0.0176544511,0.0018237606
003日常（玛姬）,6000,1000,6000,4000,1,3,22,PPS-43,4801,1399,1469,96,0.0190430034,0.0018893420
003日常（玛姬）,6000,1000,6000,4000,1,3,27,蝎式,4801,1399,1469,86,0.0170593572,0.0017946958
003日常（玛姬）,6000,1000,6000,4000,1,3,32,微型乌兹,4801,1399,1469,91,0.0180511803,0.0018428093
003日常（玛姬）,6000,1000,6000,4000,1,3,34,M1加兰德,4801,1399,1469,99,0.0196380973,0.0019165508
003日常（玛姬）,6000,1000,6000,4000,1,3,37,M14,4801,1399,1469,83,0.0164642634,0.0017650153
003日常（玛姬）,6000,1000,6000,4000,1,3,44,SV-98,4801,1399,1469,94,0.0186462742,0.0018709110
003日常（玛姬）,6000,1000,6000,4000,1,3,58,AK-47,4801,1399,1469,34,0.0067443971,0.0011493437
003日常（玛姬）,6000,1000,6000,4000,1,3,61,StG44,4801,1399,1469,30,0.0059509386,0.0010811155
003日常（玛姬）,6000,1000,6000,4000,1,3,70,FNC,4801,1399,1469,61,0.0121002418,0.0015250158
003日常（玛姬）,6000,1000,6000,4000,1,3,95,汉阳造88式,4801,1399,1469,43,0.0085296786,0.0012885055
003日常（玛姬）,6000,1000,6000,4000,1,3,105,OTs-12,4801,1399,1469,37,0.0073394909,0.0011977315
003日常（玛姬）,6000,1000,6000,4000,1,3,116,Z-62,4801,1399,1469,98,0.0194397327,0.0019075384
003日常（玛姬）,6000,1000,6000,4000,1,3,120,ARX-160,4801,1399,1469,49,0.0097198663,0.0013725865
003日常（玛姬）,6000,1000,6000,4000,1,3,145,OTs-44,4801,1399,1469,73,0.0144806172,0.0016612038
003日常（玛姬）,6000,1000,6000,4000,1,3,152,M1897,4801,1399,1469,62,0.0122986064,0.0015369221
003日常（玛姬）,6000,1000,6000,4000,1,3,154,M500,4801,1399,1469,72,0.0142822526,0.0016503739
003日常（玛姬）,6000,1000,6000,4000,1,3,158,KS-23,4801,1399,1469,67,0.0132904295,0.0015948683
003日常（玛姬）,6000,1000,6000,4000,1,3,159,RMB-93,4801,1399,1469,55,0.0109100541,0.0014511384
003日常（玛姬）,6000,1000,6000,4000,1,3,178,F1,4801,1399,1469,92,0.0182495450,0.0018522385
003日常（玛姬）,6000,1000,6000,4000,1,3,190,NS2000,4801,1399,1469,58,0.0115051479,0.0014886169
003日常（玛姬）,6000,1000,6000,4000,1,4,26,MP5,4801,2129,2174,135,0.0275370989,0.0023075306
003日常（玛姬）,6000,1000,6000,4000,1,4,36,春田,4801,2129,2174,69,0.0140745172,0.0016760403
003日常（玛姬）,6000,1000,6000,4000,1,4,39,莫辛-纳甘,4801,2129,2174,69,0.0140745172,0.0016760403
003日常（玛姬）,6000,1000,6000,4000,1,4,42,PTRD,4801,2129,2174,73,0.0148904313,0.0017223071
003日常（玛姬）,6000,1000,6000,4000,1,4,43,SVD,4801,2129,2174,36,0.0073432264,0.0012200302
003日常（玛姬）,6000,1000,6000,4000,1,4,60,AS Val,4801,2129,2174,34,0.0069352694,0.0011862077
003日常（玛姬）,6000,1000,6000,4000,1,4,66,56-1式,4801,2129,2174,44,0.0089750545,0.0013462820
003日常（玛姬）,6000,1000,6000,4000,1,4,69,FAMAS,4801,2129,2174,59,0.0120347321,0.0015534935
003日常（玛姬）,6000,1000,6000,4000,1,4,117,PSG-1,4801,2129,2174,49,0.0099949470,0.0014190581
003日常（玛姬）,6000,1000,6000,4000,1,4,118,9A-91,4801,2129,2174,34,0.0069352694,0.0011862077
003日常（玛姬）,6000,1000,6000,4000,1,4,146,G28,4801,2129,2174,55,0.0112188181,0.0015013185
003日常（玛姬）,6000,1000,6000,4000,1,4,153,M37,4801,2129,2174,83,0.0169302164,0.0018321367
003日常（玛姬）,6000,1000,6000,4000,1,4,155,M590,4801,2129,2174,81,0.0165222593,0.0018107887
003日常（玛姬）,6000,1000,6000,4000,1,4,156,超级肖蒂,4801,2129,2174,37,0.0075472049,0.0012365713
003日常（玛姬）,6000,1000,6000,4000,1,4,162,SPAS-12,4801,2129,2174,83,0.0169302164,0.0018321367
003日常（玛姬）,6000,1000,6000,4000,1,4,165,M1014,4801,2129,2174,77,0.0157063453,0.0017671889
003日常（玛姬）,6000,1000,6000,4000,1,4,180,PzB39,4801,2129,2174,43,0.0087710759,0.0013312061
003日常（玛姬）,6000,1000,6000,4000,1,4,184,T-5000,4801,2129,2174,69,0.0140745172,0.0016760403
003日常（玛姬）,6000,1000,6000,4000,1,4,189,USAS-12,4801,2129,2174,67,0.0136665602,0.0016523514
003日常（玛姬）,6000,1000,6000,4000,1,4,216,XM8,4801,2129,2174,42,0.0085670974,0.0013159429
003日常（玛姬）,6000,1000,6000,4000,1,4,235,SPR A3G,4801,2129,2174,63,0.0128506461,0.0016037804
003日常（玛姬）,6000,1000,6000,4000,1,4,237,SAR-21,4801,2129,2174,38,0.0077511834,0.0012528787
003日常（玛姬）,6000,1000,6000,4000,1,4,247,K31,4801,2129,2174,71,0.0144824742,0.0016993538
003日常（玛姬）,6000,1000,6000,4000,1,4,262,EM-2,4801,2129,2174,37,0.0075472049,0.0012365713
003日常（玛姬）,6000,1000,6000,4000,1,4,270,四式,4801,2129,2174,64,0.0130546247,0.0016160778
003日常（玛姬）,6000,1000,6000,4000,1,4,283,解放者,4801,2129,2174,78,0.0159103238,0.0017782053
