event,mp,ammo,mre,part,input_level,rank,gun_id,name,rank_total,rank_count,gun_total,gun_count,mean,stdev
000开始记录,100,400,400,200,0,2,63,G3,12719,6932,6936,866,0.0680478478,0.0021699255
000开始记录,100,400,400,200,0,2,68,L85A1,12719,6932,6936,944,0.0741768688,0.0022509838
000开始记录,100,400,400,200,0,2,71,加利尔,12719,6932,6936,832,0.0653762233,0.0021328318
000开始记录,100,400,400,200,0,2,74,SIG-510,12719,6932,6936,914,0.0718195530,0.0022204474
000开始记录,100,400,400,200,0,2,92,幽灵M4,12719,6932,6936,229,0.0179941769,0.0011727524
000开始记录,100,400,400,200,0,2,93,IDW,12719,6932,6936,226,0.0177584453,0.0011653050
000开始记录,100,400,400,200,0,2,94,64式,12719,6932,6936,236,0.0185442172,0.0011899220
000开始记录,100,400,400,200,0,2,107,F2000,12719,6932,6936,882,0.0693050829,0.0021870003
000开始记录,100,400,400,200,0,2,133,63式,12719,6932,6936,502,0.0394457501,0.0017007651
000开始记录,100,400,400,200,0,3,18,MAC-10,12719,2532,2563,173,0.0134371830,0.0009895931
000开始记录,100,400,400,200,0,3,22,PPS-43,12719,2532,2563,90,0.0069904420,0.0007260120
000开始记录,100,400,400,200,0,3,27,蝎式,12719,2532,2563,192,0.0149129430,0.0010383811
000开始记录,100,400,400,200,0,3,32,微型乌兹,12719,2532,2563,159,0.0123497809,0.0009514726
000开始记录,100,400,400,200,0,3,58,AK-47,12719,2532,2563,565,0.0438844415,0.0016356506
000开始记录,100,400,400,200,0,3,61,StG44,12719,2532,2563,554,0.0430300541,0.0016240865
000开始记录,100,400,400,200,0,3,70,FNC,12719,2532,2563,540,0.0419426521,0.0016089914
000开始记录,100,400,400,200,0,3,105,OTs-12,12719,2532,2563,290,0.0225247576,0.0012495962
000开始记录,100,400,400,200,0,4,26,MP5,12719,2163,2193,112,0.0086852624,0.0008017742
000开始记录,100,400,400,200,0,4,60,AS Val,12719,2163,2193,187,0.0145012863,0.0010172283
000开始记录,100,400,400,200,0,4,64,G36,12719,2163,2193,64,0.0049630071,0.0006130126
000开始记录,100,400,400,200,0,4,66,56-1式,12719,2163,2193,164,0.0127177056,0.0009580479
000开始记录,100,400,400,200,0,4,69,FAMAS,12719,2163,2193,179,0.0138809104,0.0009972078
000开始记录,100,400,400,200,0,4,72,TAR-21,12719,2163,2193,111,0.0086077154,0.0007983779
000开始记录,100,400,400,200,0,4,118,9A-91,12719,2163,2193,194,0.0150441152,0.0010342888
000开始记录,100,400,400,200,0,4,171,利贝罗勒,12719,2163,2193,108,0.0083750744,0.0007880805
000开始记录,100,400,400,200,0,4,216,XM8,12719,2163,2193,175,0.0135707225,0.0009869784
000开始记录,100,400,400,200,0,4,237,SAR-21,12719,2163,2193,181,0.0140360044,0.0010022669
000开始记录,100,400,400,200,0,4,262,EM-2,12719,2163,2193,176,0.0136482695,0.0009895498
000开始记录,100,400,400,200,0,4,288,CR-21,12719,2163,2193,167,0.0129503466,0.0009660582
000开始记录,100,400,400,200,0,4,330,FX-05,12719,2163,2193,190,0.0147339273,0.0010245908
000开始记录,100,400,400,200,0,4,349,AK74M,12719,2163,2193,185,0.0143461923,0.0010122766
000开始记录,100,400,400,200,0,5,16,汤姆森,12719,1092,1111,44,0.0034002300,0.0005033528
000开始记录,100,400,400,200,0,5,62,G41,12719,1092,1111,57,0.0044048433,0.0005694141
000开始记录,100,400,400,200,0,5,65,HK416,12719,1092,1111,66,0.0051003449,0.0006101058
000开始记录,100,400,400,200,0,5,106,FAL,12719,1092,1111,42,0.0032456740,0.0004922395
000开始记录,100,400,400,200,0,5,122,G11,12719,1092,1111,28,0.0021637827,0.0004045287
000开始记录,100,400,400,200,0,5,129,95式,12719,1092,1111,40,0.0030911181,0.0004808246
000开始记录,100,400,400,200,0,5,130,97式,12719,1092,1111,35,0.0027047284,0.0004508164
000开始记录,100,400,400,200,0,5,172,RFB,12719,1092,1111,30,0.0023183386,0.0004183411
000开始记录,100,400,400,200,0,5,181,T91,12719,1092,1111,34,0.0026274504,0.0004445354
000开始记录,100,400,400,200,0,5,194,K2,12719,1092,1111,26,0.0020092268,0.0003901725
000开始记录,100,400,400,200,0,5,196,Zas M21,12719,1092,1111,60,0.0046366772,0.0005833766
000开始记录,100,400,400,200,0,5,205,AN-94,12719,1092,1111,34,0.0026274504,0.0004445354
000开始记录,100,400,400,200,0,5,206,AK-12,12719,1092,1111,35,0.0027047284,0.0004508164
000开始记录,100,400,400,200,0,5,214,ADS,12719,1092,1111,41,0.0031683961,0.0004865711
000开始记录,100,400,400,200,0,5,215,MDR,12719,1092,1111,37,0.0028592843,0.0004630880
000开始记录,100,400,400,200,0,5,236,K11,12719,1092,1111,66,0.0051003449,0.0006101058
000开始记录,100,400,400,200,0,5,243,64式自,12719,1092,1111,44,0.0034002300,0.0005033528
000开始记录,100,400,400,200,0,5,287,SIG-556,12719,1092,1111,32,0.0024728945,0.0004316619
000开始记录,100,400,400,200,0,5,290,89式自,12719,1092,1111,30,0.0023183386,0.0004183411
000开始记录,100,400,400,200,0,5,293,AK-15,12719,1092,1111,33,0.0025501725,0.0004381521
000开始记录,100,400,400,200,0,5,306,AK-阿尔法,12719,1092,1111,42,0.0032456740,0.0004922395
000开始记录,100,400,400,200,0,5,313,S-ACR,12719,1092,1111,66,0.0051003449,0.0006101058
000开始记录,100,400,400,200,0,5,338,SIG MCX,12719,1092,1111,82,0.0063367922,0.0006748356
000开始记录,100,400,400,200,0,5,356,A-545,12719,1092,1111,57,0.0044048433,0.0005694141
000开始记录,100,400,400,200,0,5,365,SCR,12719,1092,1111,50,0.0038638977,0.0005350688
000开始记录,130,130,130,30,0,2,2,M1911,12236,7762,7774,726,0.0592415284,0.0020991369
000开始记录,130,130,130,30,0,2,5,纳甘左轮,12236,7762,7774,738,0.0602207272,0.0021146165
000开始记录,130,130,130,30,0,2,9,P38,12236,7762,7774,735,0.0599759275,0.0021107627
000开始记录,130,130,130,30,0,2,10,PPK,12236,7762,7774,812,0.0662591199,0.0022064389
000开始记录,130,130,130,30,0,2,17,M3,12236,7762,7774,215,0.0175439788,0.0011829045
000开始记录,130,130,130,30,0,2,21,PPSh-41,12236,7762,7774,118,0.0096287884,0.0008819275
000开始记录,130,130,130,30,0,2,24,PP-2000,12236,7762,7774,206,0.0168095797,0.0011585686
000开始记录,130,130,130,30,0,2,25,MP40,12236,7762,7774,191,0.0155855812,0.0011166927
000开始记录,130,130,130,30,0,2,31,伯莱塔38型,12236,7762,7774,198,0.0161567805,0.0011364480
000开始记录,130,130,130,30,0,2,33,m45,12236,7762,7774,182,0.0148511820,0.0010907107
000开始记录,130,130,130,30,0,2,90,FNP-9,12236,7762,7774,778,0.0634847233,0.0021650037
000开始记录,130,130,130,30,0,2,91,MP-446,12236,7762,7774,749,0.0611183261,0.0021286563
000开始记录,130,130,130,30,0,2,92,幽灵M4,12236,7762,7774,197,0.0160751806,0.0011336491
000开始记录,130,130,130,30,0,2,93,IDW,12236,7762,7774,210,0.0171359793,0.0011694544
000开始记录,130,130,130,30,0,2,94,64式,12236,7762,7774,207,0.0168911796,0.0011613008
000开始记录,130,130,130,30,0,2,139,布伦·坦,12236,7762,7774,746,0.0608735264,0.0021248413
000开始记录,130,130,130,30,0,2,141,USP-C,12236,7762,7774,766,0.0625055244,0.0021500787
000开始记录,130,130,130,30,0,3,3,M9,12236,2620,2664,345,0.0277297975,0.0013975888
000开始记录,130,130,130,30,0,3,6,托卡列夫,12236,2620,2664,182,0.0146284729,0.0010500373
000开始记录,130,130,130,30,0,3,8,马卡洛夫,12236,2620,2664,196,0.0157537400,0.0010866081
000开始记录,130,130,130,30,0,3,11,P08,12236,2620,2664,355,0.0285335597,0.0014146498
000开始记录,130,130,130,30,0,3,12,C96,12236,2620,2664,394,0.0316682325,0.0014777366
000开始记录,130,130,130,30,0,3,13,92式,12236,2620,2664,186,0.0149499778,0.0010606606
000开始记录,130,130,130,30,0,3,14,阿斯特拉左轮,12236,2620,2664,372,0.0298999555,0.0014428039
000开始记录,130,130,130,30,0,3,18,MAC-10,12236,2620,2664,140,0.0112526714,0.0009286764
000开始记录,130,130,130,30,0,3,22,PPS-43,12236,2620,2664,82,0.0065908504,0.0007188265
000开始记录,130,130,130,30,0,3,27,蝎式,12236,2620,2664,169,0.0135835819,0.0010144786
000开始记录,130,130,130,30,0,3,32,微型乌兹,12236,2620,2664,149,0.0119760575,0.0009563580
000开始记录,130,130,130,30,0,3,123,P99,12236,2620,2664,94,0.0075553651,0.0007678439
000开始记录,130,130,130,30,0,4,1,柯尔特左轮,12236,1424,1455,213,0.0170367649,0.0010813610
000开始记录,130,130,130,30,0,4,7,斯捷奇金,12236,1424,1455,88,0.0070386634,0.0007290968
000开始记录,130,130,130,30,0,4,26,MP5,12236,1424,1455,74,0.0059188761,0.0006719950
000开始记录,130,130,130,30,0,4,99,Mk23,12236,1424,1455,148,0.0118377522,0.0009246050
000开始记录,130,130,130,30,0,4,100,P7,12236,1424,1455,158,0.0126376003,0.0009516800
000开始记录,130,130,130,30,0,4,168,喷火,12236,1424,1455,98,0.0078385116,0.0007665970
000开始记录,130,130,130,30,0,4,212,K5,12236,1424,1455,56,0.0044791495,0.0005883670
000开始记录,130,130,130,30,0,4,248,杰里科,12236,1424,1455,103,0.0082384356,0.0007844647
000开始记录,130,130,130,30,0,4,269,P30,12236,1424,1455,128,0.0102380559,0.0008664001
000开始记录,130,130,130,30,0,4,310,Rex-0-1,12236,1424,1455,46,0.0036793013,0.0005351500
000开始记录,130,130,130,30,0,4,346,CZ 100,12236,1424,1455,161,0.0128775547,0.0009595640
000开始记录,130,130,130,30,0,4,354,ZiP .22,12236,1424,1455,182,0.0145572358,0.0010119386
000开始记录,130,130,130,30,0,5,16,汤姆森,12236,430,443,33,0.0026178165,0.0004386641
000开始记录,130,130,130,30,0,5,96,灰熊MkⅤ,12236,430,443,91,0.0072188273,0.0006750478
000开始记录,130,130,130,30,0,5,97,M950A,12236,430,443,62,0.0049183219,0.0005796548
000开始记录,130,130,130,30,0,5,114,维尔德MkⅡ,12236,430,443,60,0.0047596664,0.0005717209
000开始记录,130,130,130,30,0,5,126,NZ75,12236,430,443,46,0.0036490775,0.0005096470
000开始记录,130,130,130,30,0,5,183,竞争者,12236,430,443,27,0.0021418499,0.0003996744
000开始记录,130,130,130,30,0,5,233,Px4 风暴,12236,430,443,47,0.0037284053,0.0005145088
000开始记录,130,130,130,30,0,5,260,PA-15,12236,430,443,13,0.0010312610,0.0002819496
000开始记录,130,130,130,30,0,5,285,C-93,12236,430,443,24,0.0019038665,0.0003781705
000开始记录,130,130,130,30,0,5,303,HP-35,12236,430,443,40,0.0031731109,0.0004788198
000开始记录,400,100,400,200,0,2,17,M3,9030,5162,5169,148,0.0163676162,0.0013304686
000开始记录,400,100,400,200,0,2,21,PPSh-41,9030,5162,5169,67,0.0074096641,0.0009023486
000开始记录,400,100,400,200,0,2,24,PP-2000,9030,5162,5169,132,0.0145981442,0.0012584884
000开始记录,400,100,400,200,0,2,25,MP40,9030,5162,5169,129,0.0142663682,0.0012444743
000开始记录,400,100,400,200,0,2,31,伯莱塔38型,9030,5162,5169,120,0.0132710402,0.0012013452
000开始记录,400,100,400,200,0,2,33,m45,9030,5162,5169,137,0.0151511042,0.0012814675
000开始记录,400,100,400,200,0,2,40,SVT-38,9030,5162,5169,665,0.0735436809,0.0026716052
000开始记录,400,100,400,200,0,2,41,西蒙诺夫,9030,5162,5169,631,0.0697835529,0.0026121809
000开始记录,400,100,400,200,0,2,47,G43,9030,5162,5169,648,0.0716636169,0.0026421900
000开始记录,400,100,400,200,0,2,51,FN-49,9030,5162,5169,620,0.0685670409,0.0025924371
000开始记录,400,100,400,200,0,2,52,BM59,9030,5162,5169,591,0.0653598728,0.0025391074
000开始记录,400,100,400,200,0,2,63,G3,9030,5162,5169,157,0.0173629442,0.0013691006
000开始记录,400,100,400,200,0,2,68,L85A1,9030,5162,5169,171,0.0189112322,0.0014268498
000开始记录,400,100,400,200,0,2,71,加利尔,9030,5162,5169,157,0.0173629442,0.0013691006
000开始记录,400,100,400,200,0,2,74,SIG-510,9030,5162,5169,158,0.0174735362,0.0013733173
000开始记录,400,100,400,200,0,2,92,幽灵M4,9030,5162,5169,125,0.0138240002,0.0012255126
000开始记录,400,100,400,200,0,2,93,IDW,9030,5162,5169,138,0.0152616962,0.0012860086
000开始记录,400,100,400,200,0,2,94,64式,9030,5162,5169,124,0.0137134082,0.0012207213
000开始记录,400,100,400,200,0,2,107,F2000,9030,5162,5169,164,0.0181370882,0.0013983150
000开始记录,400,100,400,200,0,2,133,63式,9030,5162,5169,87,0.0096215041,0.0010262345
000开始记录,400,100,400,200,0,3,18,MAC-10,9030,1971,2000,123,0.0134237542,0.0011769619
000开始记录,400,100,400,200,0,3,22,PPS-43,9030,1971,2000,56,0.0061116279,0.0008081460
000开始记录,400,100,400,200,0,3,27,蝎式,9030,1971,2000,107,0.0116775748,0.0011023959
000开始记录,400,100,400,200,0,3,32,微型乌兹,9030,1971,2000,108,0.0117867110,0.0011072439
000开始记录,400,100,400,200,0,3,34,M1加兰德,9030,1971,2000,384,0.0419083056,0.0019301825
000开始记录,400,100,400,200,0,3,37,M14,9030,1971,2000,405,0.0442001661,0.0019693920
000开始记录,400,100,400,200,0,3,44,SV-98,9030,1971,2000,402,0.0438727575,0.0019639208
000开始记录,400,100,400,200,0,3,58,AK-47,9030,1971,2000,97,0.0105862126,0.0010523765
000开始记录,400,100,400,200,0,3,61,StG44,9030,1971,2000,99,0.0108044850,0.0010626137
000开始记录,400,100,400,200,0,3,70,FNC,9030,1971,2000,97,0.0105862126,0.0010523765
000开始记录,400,100,400,200,0,3,95,汉阳造88式,9030,1971,2000,79,0.0086217608,0.0009541904
000开始记录,400,100,400,200,0,3,105,OTs-12,9030,1971,2000,43,0.0046928571,0.0007105124
000开始记录,400,100,400,200,0,4,26,MP5,9030,1375,1406,58,0.0062814169,0.0008102153
000开始记录,400,100,400,200,0,4,36,春田,9030,1375,1406,160,0.0173280467,0.0012939662
000开始记录,400,100,400,200,0,4,39,莫辛-纳甘,9030,1375,1406,163,0.0176529476,0.0013044734
000开始记录,400,100,400,200,0,4,42,PTRD,9030,1375,1406,108,0.0116964315,0.0010849767
000开始记录,400,100,400,200,0,4,43,SVD,9030,1375,1406,35,0.0037905102,0.0006347185
000开始记录,400,100,400,200,0,4,60,AS Val,9030,1375,1406,42,0.0045486123,0.0006935283
000开始记录,400,100,400,200,0,4,66,56-1式,9030,1375,1406,30,0.0032490088,0.0005887019
000开始记录,400,100,400,200,0,4,69,FAMAS,9030,1375,1406,33,0.0035739096,0.0006167647
000开始记录,400,100,400,200,0,4,118,9A-91,9030,1375,1406,32,0.0034656093,0.0006075682
000开始记录,400,100,400,200,0,4,184,T-5000,9030,1375,1406,124,0.0134292362,0.0011554094
000开始记录,400,100,400,200,0,4,216,XM8,9030,1375,1406,32,0.0034656093,0.0006075682
000开始记录,400,100,400,200,0,4,235,SPR A3G,9030,1375,1406,152,0.0164616444,0.0012652295
000开始记录,400,100,400,200,0,4,237,SAR-21,9030,1375,1406,32,0.0034656093,0.0006075682
000开始记录,400,100,400,200,0,4,247,K31,9030,1375,1406,60,0.0064980175,0.0008234568
000开始记录,400,100,400,200,0,4,262,EM-2,9030,1375,1406,28,0.0030324082,0.0005691518
000开始记录,400,100,400,200,0,4,270,四式,9030,1375,1406,97,0.0105051283,0.0010325716
000开始记录,400,100,400,200,0,4,288,CR-21,9030,1375,1406,35,0.0037905102,0.0006347185
000开始记录,400,100,400,200,0,4,305,塔布克,9030,1375,1406,110,0.0119130321,0.0010941358
000开始记录,400,100,400,200,0,4,330,FX-05,9030,1375,1406,36,0.0038988105,0.0006434880
000开始记录,400,100,400,200,0,4,349,AK74M,9030,1375,1406,39,0.0042237114,0.0006690325
000开始记录,400,100,400,200,0,5,16,汤姆森,9030,522,541,27,0.0028850228,0.0005420385
000开始记录,400,100,400,200,0,5,46,Kar98k,9030,522,541,31,0.0033124336,0.0005785446
000开始记录,400,100,400,200,0,5,48,WA2000,9030,522,541,42,0.0044878133,0.0006661280
000开始记录,400,100,400,200,0,5,50,李-恩菲尔德,9030,522,541,28,0.0029918755,0.0005514491
000开始记录,400,100,400,200,0,5,53,NTW-20,9030,522,541,47,0.0050220767,0.0007011335
000开始记录,400,100,400,200,0,5,65,HK416,9030,522,541,15,0.0016027905,0.0004086889
000开始记录,400,100,400,200,0,5,122,G11,9030,522,541,5,0.0005342635,0.0002381835
000开始记录,400,100,400,200,0,5,128,M99,9030,522,541,23,0.0024576120,0.0005022169
000开始记录,400,100,400,200,0,5,148,IWS 2000,9030,522,541,20,0.0021370539,0.0004696705
000开始记录,400,100,400,200,0,5,197,卡尔卡诺M1891,9030,522,541,19,0.0020302012,0.0004582162
000开始记录,400,100,400,200,0,5,198,卡尔卡诺M91/38,9030,522,541,13,0.0013890851,0.0003811895
000开始记录,400,100,400,200,0,5,257,M200,9030,522,541,63,0.0067317199,0.0007985292
000开始记录,400,100,400,200,0,5,261,QBU-88,9030,522,541,45,0.0048083714,0.0006874375
000开始记录,400,100,400,200,0,5,312,VSK-94,9030,522,541,30,0.0032055809,0.0005696931
000开始记录,400,100,400,200,0,5,329,SVCh,9030,522,541,28,0.0029918755,0.0005514491
000开始记录,400,100,400,200,0,5,337,德利尔,9030,522,541,24,0.0025644647,0.0005125243
000开始记录,400,100,400,200,0,5,338,SIG MCX,9030,522,541,10,0.0010685270,0.0003352714
000开始记录,400,100,400,200,0,5,348,HS.50,9030,522,541,54,0.0057700456,0.0007462040
000开始记录,400,100,400,200,0,5,356,A-545,9030,522,541,7,0.0007479689,0.0002812975
000开始记录,400,100,400,200,0,5,365,SCR,9030,522,541,10,0.0010685270,0.0003352714
000开始记录,400,400,100,200,0,2,17,M3,7165,3711,3712,341,0.0475796421,0.0024656134
000开始记录,400,400,100,200,0,2,21,PPSh-41,7165,3711,3712,155,0.0216271101,0.0017073671
000开始记录,400,400,100,200,0,2,24,PP-2000,7165,3711,3712,321,0.0447890473,0.0023992711
000开始记录,400,400,100,200,0,2,25,MP40,7165,3711,3712,323,0.0450681068,0.0024060271
000开始记录,400,400,100,200,0,2,31,伯莱塔38型,7165,3711,3712,323,0.0450681068,0.0024060271
000开始记录,400,400,100,200,0,2,33,m45,7165,3711,3712,367,0.0512074154,0.0025480428
000开始记录,400,400,100,200,0,2,63,G3,7165,3711,3712,143,0.0199527531,0.0016426966
000开始记录,400,400,100,200,0,2,68,L85A1,7165,3711,3712,165,0.0230224075,0.0017591150
000开始记录,400,400,100,200,0,2,71,加利尔,7165,3711,3712,151,0.0210689911,0.0016861359
000开始记录,400,400,100,200,0,2,74,SIG-510,7165,3711,3712,148,0.0206504019,0.0016700022
000开始记录,400,400,100,200,0,2,92,幽灵M4,7165,3711,3712,349,0.0486958801,0.0024914190
000开始记录,400,400,100,200,0,2,93,IDW,7165,3711,3712,327,0.0456262257,0.0024194563
000开始记录,400,400,100,200,0,2,94,64式,7165,3711,3712,341,0.0475796421,0.0024656134
000开始记录,400,400,100,200,0,2,107,F2000,7165,3711,3712,176,0.0245572346,0.0018139986
000开始记录,400,400,100,200,0,2,133,63式,7165,3711,3712,82,0.0114414389,0.0012544723
000开始记录,400,400,100,200,0,3,18,MAC-10,7165,1494,1506,256,0.0354445442,0.0020270615
000开始记录,400,400,100,200,0,3,22,PPS-43,7165,1494,1506,106,0.0146762566,0.0013800563
000开始记录,400,400,100,200,0,3,27,蝎式,7165,1494,1506,261,0.0361368205,0.0020426829
000开始记录,400,400,100,200,0,3,29,司登MkⅡ,7165,1494,1506,245,0.0339215365,0.0019916986
000开始记录,400,400,100,200,0,3,32,微型乌兹,7165,1494,1506,286,0.0395982017,0.0021167995
000开始记录,400,400,100,200,0,3,58,AK-47,7165,1494,1506,91,0.0125994278,0.0012854895
000开始记录,400,400,100,200,0,3,61,StG44,7165,1494,1506,103,0.0142608908,0.0013618374
000开始记录,400,400,100,200,0,3,70,FNC,7165,1494,1506,113,0.0156454433,0.0014213448
000开始记录,400,400,100,200,0,3,105,OTs-12,7165,1494,1506,45,0.0062304863,0.0009184820
000开始记录,400,400,100,200,0,4,23,PP-90,7165,1581,1598,77,0.0106323588,0.0011870151
000开始记录,400,400,100,200,0,4,26,MP5,7165,1581,1598,119,0.0164318273,0.0014552279
000开始记录,400,400,100,200,0,4,60,AS Val,7165,1581,1598,27,0.0037282297,0.0007143077
000开始记录,400,400,100,200,0,4,66,56-1式,7165,1581,1598,30,0.0041424775,0.0007522303
000开始记录,400,400,100,200,0,4,69,FAMAS,7165,1581,1598,26,0.0035901471,0.0007011771
000开始记录,400,400,100,200,0,4,101,UMP9,7165,1581,1598,100,0.0138082582,0.0013425081
000开始记录,400,400,100,200,0,4,103,UMP45,7165,1581,1598,101,0.0139463408,0.0013487556
000开始记录,400,400,100,200,0,4,118,9A-91,7165,1581,1598,37,0.0051090555,0.0008335348
000开始记录,400,400,100,200,0,4,137,PP-19-01,7165,1581,1598,109,0.0150510015,0.0013974217
000开始记录,400,400,100,200,0,4,150,希普卡,7165,1581,1598,98,0.0135320931,0.0013298982
000开始记录,400,400,100,200,0,4,216,XM8,7165,1581,1598,39,0.0053852207,0.0008552203
000开始记录,400,400,100,200,0,4,237,SAR-21,7165,1581,1598,30,0.0041424775,0.0007522303
000开始记录,400,400,100,200,0,4,262,EM-2,7165,1581,1598,27,0.0037282297,0.0007143077
000开始记录,400,400,100,200,0,4,286,KAC-PDW,7165,1581,1598,110,0.0151890841,0.0014033479
000开始记录,400,400,100,200,0,4,288,CR-21,7165,1581,1598,31,0.0042805601,0.0007644219
000开始记录,400,400,100,200,0,4,304,SAF,7165,1581,1598,103,0.0142225060,0.0013611380
000开始记录,400,400,100,200,0,4,328,AR-57,7165,1581,1598,90,0.0124274324,0.0012778400
000开始记录,400,400,100,200,0,4,330,FX-05,7165,1581,1598,42,0.0057994685,0.0008866535
000开始记录,400,400,100,200,0,4,336,PPD-40,7165,1581,1598,67,0.0092515330,0.0011108744
000开始记录,400,400,100,200,0,4,349,AK74M,7165,1581,1598,34,0.0046948078,0.0007997927
000开始记录,400,400,100,200,0,4,355,维涅龙M2,7165,1581,1598,100,0.0138082582,0.0013425081
000开始记录,400,400,100,200,0,4,363,MPL,7165,1581,1598,100,0.0138082582,0.0013425081
000开始记录,400,400,100,200,0,4,364,MPK,7165,1581,1598,101,0.0139463408,0.0013487556
000开始记录,400,400,100,200,0,5,16,汤姆森,7165,379,386,44,0.0060295984,0.0008568752
000开始记录,400,400,100,200,0,5,20,维克托,7165,379,386,42,0.0057555257,0.0008396119
000开始记录,400,400,100,200,0,5,65,HK416,7165,379,386,15,0.0020555449,0.0005210304
000开始记录,400,400,100,200,0,5,104,G36C,7165,379,386,26,0.0035629445,0.0006757496
000开始记录,400,400,100,200,0,5,115,索米,7165,379,386,26,0.0035629445,0.0006757496
000开始记录,400,400,100,200,0,5,122,G11,7165,379,386,2,0.0002740727,0.0001935492
000开始记录,400,400,100,200,0,5,127,79式,7165,379,386,33,0.0045221988,0.0007538826
000开始记录,400,400,100,200,0,5,135,SR-3MP,7165,379,386,38,0.0052073804,0.0008032473
000开始记录,400,400,100,200,0,5,213,C-MS,7165,379,386,20,0.0027407265,0.0005975770
