event,mp,ammo,mre,part,input_level,type,fairy_id,name,mean%,stdev%,fairy_total,fairy_count
000 开始记录,2000,2000,2000,1000,1,狂暴类,9,空袭妖精,5.171,0.096,53703,2777
000 开始记录,2000,2000,2000,1000,1,增援类,10,增援妖精,4.139,0.086,53703,2223
000 开始记录,2000,2000,2000,1000,1,增援类,11,空降妖精,4.380,0.088,53703,2352
000 开始记录,2000,2000,2000,1000,1,战役类,12,布雷妖精,4.125,0.086,53703,2215
000 开始记录,2000,2000,2000,1000,1,战役类,13,火箭妖精,4.886,0.093,53703,2624
000 开始记录,2000,2000,2000,1000,1,战役类,14,工事妖精,4.450,0.089,53703,2390
000 开始记录,2000,2000,2000,1000,1,增益类,15,指挥妖精,5.467,0.098,53703,2936
000 开始记录,2000,2000,2000,1000,1,增益类,16,搜救妖精,5.286,0.097,53703,2839
000 开始记录,2000,2000,2000,1000,1,增益类,17,照明妖精,5.178,0.096,53703,2781
000 开始记录,2000,2000,2000,1000,1,战役类,23,连击妖精,4.365,0.088,53703,2344
000 开始记录,2000,2000,2000,1000,1,防御类,24,立盾妖精,4.730,0.092,53703,2540
000 开始记录,2000,2000,2000,1000,1,防御类,25,双生妖精,5.387,0.097,53703,2893
000 开始记录,2000,2000,2000,1000,2,属性类,1,勇士妖精,3.949,0.362,2887,114
000 开始记录,2000,2000,2000,1000,2,属性类,2,暴怒妖精,3.776,0.355,2887,109
000 开始记录,2000,2000,2000,1000,2,防御类,3,盾甲妖精,4.018,0.365,2887,116
000 开始记录,2000,2000,2000,1000,2,防御类,4,护盾妖精,3.949,0.362,2887,114
000 开始记录,2000,2000,2000,1000,2,增援类,5,防御妖精,7.205,0.481,2887,208
000 开始记录,2000,2000,2000,1000,2,防御类,6,嘲讽妖精,4.295,0.377,2887,124
000 开始记录,2000,2000,2000,1000,2,狂暴类,7,狙击妖精,3.706,0.352,2887,107
000 开始记录,2000,2000,2000,1000,2,狂暴类,8,炮击妖精,4.157,0.371,2887,120
000 开始记录,2000,2000,2000,1000,2,狂暴类,9,空袭妖精,3.672,0.350,2887,106
000 开始记录,2000,2000,2000,1000,2,增援类,10,增援妖精,6.547,0.460,2887,189
000 开始记录,2000,2000,2000,1000,2,增援类,11,空降妖精,6.928,0.473,2887,200
000 开始记录,2000,2000,2000,1000,2,战役类,12,布雷妖精,6.096,0.445,2887,176
000 开始记录,2000,2000,2000,1000,2,战役类,13,火箭妖精,8.313,0.514,2887,240
000 开始记录,2000,2000,2000,1000,2,战役类,14,工事妖精,7.309,0.484,2887,211
000 开始记录,2000,2000,2000,1000,2,增益类,15,指挥妖精,3.845,0.358,2887,111
000 开始记录,2000,2000,2000,1000,2,增益类,16,搜救妖精,3.879,0.359,2887,112
000 开始记录,2000,2000,2000,1000,2,增益类,17,照明妖精,4.122,0.370,2887,119
000 开始记录,2000,2000,2000,1000,2,战役类,23,连击妖精,6.616,0.463,2887,191
000 开始记录,2000,2000,2000,1000,2,防御类,24,立盾妖精,3.637,0.348,2887,105
000 开始记录,2000,2000,2000,1000,2,防御类,25,双生妖精,3.983,0.364,2887,115
000 开始记录,2000,2000,2000,1000,3,属性类,1,勇士妖精,1.677,0.314,1670,28
000 开始记录,2000,2000,2000,1000,3,属性类,2,暴怒妖精,2.156,0.355,1670,36
000 开始记录,2000,2000,2000,1000,3,防御类,3,盾甲妖精,2.395,0.374,1670,40
000 开始记录,2000,2000,2000,1000,3,防御类,4,护盾妖精,1.856,0.330,1670,31
000 开始记录,2000,2000,2000,1000,3,增援类,5,防御妖精,10.419,0.747,1670,174
000 开始记录,2000,2000,2000,1000,3,防御类,6,嘲讽妖精,1.677,0.314,1670,28
000 开始记录,2000,2000,2000,1000,3,狂暴类,7,狙击妖精,2.275,0.365,1670,38
000 开始记录,2000,2000,2000,1000,3,狂暴类,8,炮击妖精,1.497,0.297,1670,25
000 开始记录,2000,2000,2000,1000,3,狂暴类,9,空袭妖精,1.617,0.309,1670,27
000 开始记录,2000,2000,2000,1000,3,增援类,10,增援妖精,9.341,0.712,1670,156
000 开始记录,2000,2000,2000,1000,3,增援类,11,空降妖精,10.120,0.738,1670,169
000 开始记录,2000,2000,2000,1000,3,战役类,12,布雷妖精,10.299,0.744,1670,172
000 开始记录,2000,2000,2000,1000,3,战役类,13,火箭妖精,12.216,0.801,1670,204
000 开始记录,2000,2000,2000,1000,3,战役类,14,工事妖精,12.216,0.801,1670,204
000 开始记录,2000,2000,2000,1000,3,增益类,15,指挥妖精,2.036,0.345,1670,34
000 开始记录,2000,2000,2000,1000,3,增益类,16,搜救妖精,2.036,0.345,1670,34
000 开始记录,2000,2000,2000,1000,3,增益类,17,照明妖精,1.557,0.303,1670,26
000 开始记录,2000,2000,2000,1000,3,战役类,23,连击妖精,11.617,0.784,1670,194
000 开始记录,2000,2000,2000,1000,3,防御类,24,立盾妖精,1.317,0.279,1670,22
000 开始记录,2000,2000,2000,1000,3,防御类,25,双生妖精,1.677,0.314,1670,28
000 开始记录,2000,2000,2000,2000,1,属性类,1,勇士妖精,5.222,0.309,5190,271
000 开始记录,2000,2000,2000,2000,1,属性类,2,暴怒妖精,4.933,0.301,5190,256
000 开始记录,2000,2000,2000,2000,1,防御类,3,盾甲妖精,5.665,0.321,5190,294
000 开始记录,2000,2000,2000,2000,1,防御类,4,护盾妖精,4.894,0.299,5190,254
000 开始记录,2000,2000,2000,2000,1,增援类,5,防御妖精,4.913,0.300,5190,255
000 开始记录,2000,2000,2000,2000,1,防御类,6,嘲讽妖精,5.125,0.306,5190,266
000 开始记录,2000,2000,2000,2000,1,狂暴类,7,狙击妖精,5.318,0.311,5190,276
000 开始记录,2000,2000,2000,2000,1,狂暴类,8,炮击妖精,5.029,0.303,5190,261
000 开始记录,2000,2000,2000,2000,1,狂暴类,9,空袭妖精,4.451,0.286,5190,231
000 开始记录,2000,2000,2000,2000,1,增援类,10,增援妖精,4.374,0.284,5190,227
000 开始记录,2000,2000,2000,2000,1,增援类,11,空降妖精,5.260,0.310,5190,273
000 开始记录,2000,2000,2000,2000,1,战役类,12,布雷妖精,4.759,0.295,5190,247
000 开始记录,2000,2000,2000,2000,1,战役类,13,火箭妖精,5.048,0.304,5190,262
000 开始记录,2000,2000,2000,2000,1,战役类,14,工事妖精,5.183,0.308,5190,269
000 开始记录,2000,2000,2000,2000,1,增益类,15,指挥妖精,4.759,0.295,5190,247
000 开始记录,2000,2000,2000,2000,1,增益类,16,搜救妖精,4.740,0.295,5190,246
000 开始记录,2000,2000,2000,2000,1,增益类,17,照明妖精,5.356,0.313,5190,278
000 开始记录,2000,2000,2000,2000,1,战役类,23,连击妖精,5.241,0.309,5190,272
000 开始记录,2000,2000,2000,2000,1,防御类,24,立盾妖精,4.509,0.288,5190,234
000 开始记录,2000,2000,2000,2000,1,防御类,25,双生妖精,5.222,0.309,5190,271
000 开始记录,3000,500,2000,1500,1,属性类,1,勇士妖精,4.912,0.083,67432,3312
000 开始记录,3000,500,2000,1500,1,属性类,2,暴怒妖精,5.315,0.086,67432,3584
000 开始记录,3000,500,2000,1500,1,防御类,3,盾甲妖精,5.836,0.090,67432,3935
000 开始记录,3000,500,2000,1500,1,防御类,4,护盾妖精,5.316,0.086,67432,3585
000 开始记录,3000,500,2000,1500,1,增援类,5,防御妖精,9.791,0.114,67432,6602
000 开始记录,3000,500,2000,1500,1,防御类,6,嘲讽妖精,5.656,0.089,67432,3814
000 开始记录,3000,500,2000,1500,1,狂暴类,7,狙击妖精,5.007,0.084,67432,3376
000 开始记录,3000,500,2000,1500,1,狂暴类,8,炮击妖精,4.897,0.083,67432,3302
000 开始记录,3000,500,2000,1500,1,狂暴类,9,空袭妖精,4.966,0.084,67432,3349
000 开始记录,3000,500,2000,1500,1,增援类,10,增援妖精,9.733,0.114,67432,6563
000 开始记录,3000,500,2000,1500,1,增援类,11,空降妖精,9.917,0.115,67432,6687
000 开始记录,3000,500,2000,1500,1,增益类,15,指挥妖精,6.178,0.093,67432,4166
000 开始记录,3000,500,2000,1500,1,增益类,16,搜救妖精,6.074,0.092,67432,4096
000 开始记录,3000,500,2000,1500,1,增益类,17,照明妖精,6.076,0.092,67432,4097
000 开始记录,3000,500,2000,1500,1,防御类,24,立盾妖精,4.781,0.082,67432,3224
000 开始记录,3000,500,2000,1500,1,防御类,25,双生妖精,5.546,0.088,67432,3740
000 开始记录,3000,500,2000,1500,2,属性类,1,勇士妖精,3.843,0.299,4137,159
000 开始记录,3000,500,2000,1500,2,属性类,2,暴怒妖精,3.819,0.298,4137,158
000 开始记录,3000,500,2000,1500,2,防御类,3,盾甲妖精,4.762,0.331,4137,197
000 开始记录,3000,500,2000,1500,2,防御类,4,护盾妖精,3.408,0.282,4137,141
000 开始记录,3000,500,2000,1500,2,增援类,5,防御妖精,14.963,0.555,4137,619
000 开始记录,3000,500,2000,1500,2,防御类,6,嘲讽妖精,4.472,0.321,4137,185
000 开始记录,3000,500,2000,1500,2,狂暴类,7,狙击妖精,3.457,0.284,4137,143
000 开始记录,3000,500,2000,1500,2,狂暴类,8,炮击妖精,3.505,0.286,4137,145
000 开始记录,3000,500,2000,1500,2,狂暴类,9,空袭妖精,3.505,0.286,4137,145
000 开始记录,3000,500,2000,1500,2,增援类,10,增援妖精,16.074,0.571,4137,665
000 开始记录,3000,500,2000,1500,2,增援类,11,空降妖精,15.325,0.560,4137,634
000 开始记录,3000,500,2000,1500,2,增益类,15,指挥妖精,4.859,0.334,4137,201
000 开始记录,3000,500,2000,1500,2,增益类,16,搜救妖精,4.617,0.326,4137,191
000 开始记录,3000,500,2000,1500,2,增益类,17,照明妖精,5.270,0.347,4137,218
000 开始记录,3000,500,2000,1500,2,防御类,24,立盾妖精,3.988,0.304,4137,165
000 开始记录,3000,500,2000,1500,2,防御类,25,双生妖精,4.133,0.309,4137,171
000 开始记录,3000,500,2000,1500,3,属性类,1,勇士妖精,1.996,0.305,2104,42
000 开始记录,3000,500,2000,1500,3,属性类,2,暴怒妖精,1.711,0.283,2104,36
000 开始记录,3000,500,2000,1500,3,防御类,3,盾甲妖精,2.519,0.342,2104,53
000 开始记录,3000,500,2000,1500,3,防御类,4,护盾妖精,1.331,0.250,2104,28
000 开始记录,3000,500,2000,1500,3,增援类,5,防御妖精,24.192,0.933,2104,509
000 开始记录,3000,500,2000,1500,3,防御类,6,嘲讽妖精,2.376,0.332,2104,50
000 开始记录,3000,500,2000,1500,3,狂暴类,7,狙击妖精,1.854,0.294,2104,39
000 开始记录,3000,500,2000,1500,3,狂暴类,8,炮击妖精,1.901,0.298,2104,40
000 开始记录,3000,500,2000,1500,3,狂暴类,9,空袭妖精,1.996,0.305,2104,42
000 开始记录,3000,500,2000,1500,3,增援类,10,增援妖精,24.952,0.943,2104,525
000 开始记录,3000,500,2000,1500,3,增援类,11,空降妖精,23.812,0.928,2104,501
000 开始记录,3000,500,2000,1500,3,增益类,15,指挥妖精,2.757,0.357,2104,58
000 开始记录,3000,500,2000,1500,3,增益类,16,搜救妖精,2.139,0.315,2104,45
000 开始记录,3000,500,2000,1500,3,增益类,17,照明妖精,2.471,0.338,2104,52
000 开始记录,3000,500,2000,1500,3,防御类,24,立盾妖精,1.711,0.283,2104,36
000 开始记录,3000,500,2000,1500,3,防御类,25,双生妖精,2.281,0.325,2104,48
