event,mp,ammo,mre,part,input_level,type,fairy_id,name,mean%,stdev%,fairy_total,fairy_count
000 开始记录,500,2000,2000,1000,1,增益类,15,指挥妖精,6.523,0.640,1487,97
000 开始记录,500,2000,2000,1000,1,增益类,16,搜救妖精,5.044,0.567,1487,75
000 开始记录,500,2000,2000,1000,1,增益类,17,照明妖精,5.985,0.615,1487,89
000 开始记录,500,2000,2000,1000,1,战役类,23,连击妖精,6.792,0.652,1487,101
000 开始记录,500,2000,2000,1000,1,防御类,24,立盾妖精,5.111,0.571,1487,76
000 开始记录,500,2000,2000,1000,1,防御类,25,双生妖精,6.389,0.634,1487,95
000 开始记录,500,2000,3000,1500,1,属性类,1,勇士妖精,4.787,0.085,63443,3037
000 开始记录,500,2000,3000,1500,1,属性类,2,暴怒妖精,4.885,0.086,63443,3099
000 开始记录,500,2000,3000,1500,1,防御类,3,盾甲妖精,4.333,0.081,63443,2749
000 开始记录,500,2000,3000,1500,1,防御类,4,护盾妖精,4.573,0.083,63443,2901
000 开始记录,500,2000,3000,1500,1,防御类,6,嘲讽妖精,4.514,0.082,63443,2864
000 开始记录,500,2000,3000,1500,1,狂暴类,7,狙击妖精,5.304,0.089,63443,3365
000 开始记录,500,2000,3000,1500,1,狂暴类,8,炮击妖精,5.436,0.090,63443,3449
000 开始记录,500,2000,3000,1500,1,狂暴类,9,空袭妖精,5.402,0.090,63443,3427
000 开始记录,500,2000,3000,1500,1,战役类,12,布雷妖精,9.749,0.118,63443,6185
000 开始记录,500,2000,3000,1500,1,战役类,13,火箭妖精,9.445,0.116,63443,5992
000 开始记录,500,2000,3000,1500,1,战役类,14,工事妖精,9.525,0.117,63443,6043
000 开始记录,500,2000,3000,1500,1,增益类,15,指挥妖精,5.060,0.087,63443,3210
000 开始记录,500,2000,3000,1500,1,增益类,16,搜救妖精,4.866,0.085,63443,3087
000 开始记录,500,2000,3000,1500,1,增益类,17,照明妖精,4.995,0.086,63443,3169
000 开始记录,500,2000,3000,1500,1,战役类,23,连击妖精,8.404,0.110,63443,5332
000 开始记录,500,2000,3000,1500,1,防御类,24,立盾妖精,4.278,0.080,63443,2714
000 开始记录,500,2000,3000,1500,1,防御类,25,双生妖精,4.445,0.082,63443,2820
000 开始记录,500,2000,3000,1500,2,属性类,1,勇士妖精,3.269,0.233,5842,191
000 开始记录,500,2000,3000,1500,2,属性类,2,暴怒妖精,3.749,0.249,5842,219
000 开始记录,500,2000,3000,1500,2,防御类,3,盾甲妖精,3.304,0.234,5842,193
000 开始记录,500,2000,3000,1500,2,防御类,4,护盾妖精,3.184,0.230,5842,186
000 开始记录,500,2000,3000,1500,2,防御类,6,嘲讽妖精,3.030,0.224,5842,177
000 开始记录,500,2000,3000,1500,2,狂暴类,7,狙击妖精,3.697,0.247,5842,216
000 开始记录,500,2000,3000,1500,2,狂暴类,8,炮击妖精,4.433,0.269,5842,259
000 开始记录,500,2000,3000,1500,2,狂暴类,9,空袭妖精,3.954,0.255,5842,231
000 开始记录,500,2000,3000,1500,2,战役类,12,布雷妖精,13.968,0.453,5842,816
000 开始记录,500,2000,3000,1500,2,战役类,13,火箭妖精,14.156,0.456,5842,827
000 开始记录,500,2000,3000,1500,2,战役类,14,工事妖精,14.396,0.459,5842,841
000 开始记录,500,2000,3000,1500,2,增益类,15,指挥妖精,3.663,0.246,5842,214
000 开始记录,500,2000,3000,1500,2,增益类,16,搜救妖精,3.749,0.249,5842,219
000 开始记录,500,2000,3000,1500,2,增益类,17,照明妖精,4.005,0.257,5842,234
000 开始记录,500,2000,3000,1500,2,战役类,23,连击妖精,11.366,0.415,5842,664
000 开始记录,500,2000,3000,1500,2,防御类,24,立盾妖精,2.996,0.223,5842,175
000 开始记录,500,2000,3000,1500,2,防御类,25,双生妖精,3.081,0.226,5842,180
000 开始记录,500,2000,3000,1500,3,属性类,1,勇士妖精,1.322,0.189,3632,48
000 开始记录,500,2000,3000,1500,3,属性类,2,暴怒妖精,1.542,0.204,3632,56
000 开始记录,500,2000,3000,1500,3,防御类,3,盾甲妖精,1.322,0.189,3632,48
000 开始记录,500,2000,3000,1500,3,防御类,4,护盾妖精,1.514,0.203,3632,55
000 开始记录,500,2000,3000,1500,3,防御类,6,嘲讽妖精,1.377,0.193,3632,50
000 开始记录,500,2000,3000,1500,3,狂暴类,7,狙击妖精,1.735,0.217,3632,63
000 开始记录,500,2000,3000,1500,3,狂暴类,8,炮击妖精,1.707,0.215,3632,62
000 开始记录,500,2000,3000,1500,3,狂暴类,9,空袭妖精,1.514,0.203,3632,55
000 开始记录,500,2000,3000,1500,3,战役类,12,布雷妖精,19.686,0.660,3632,715
000 开始记录,500,2000,3000,1500,3,战役类,13,火箭妖精,21.641,0.683,3632,786
000 开始记录,500,2000,3000,1500,3,战役类,14,工事妖精,20.154,0.666,3632,732
000 开始记录,500,2000,3000,1500,3,增益类,15,指挥妖精,1.652,0.211,3632,60
000 开始记录,500,2000,3000,1500,3,增益类,16,搜救妖精,1.432,0.197,3632,52
000 开始记录,500,2000,3000,1500,3,增益类,17,照明妖精,1.542,0.204,3632,56
000 开始记录,500,2000,3000,1500,3,战役类,23,连击妖精,18.667,0.646,3632,678
000 开始记录,500,2000,3000,1500,3,防御类,24,立盾妖精,1.817,0.222,3632,66
000 开始记录,500,2000,3000,1500,3,防御类,25,双生妖精,1.377,0.193,3632,50
000 开始记录,500,5000,500,500,1,属性类,1,勇士妖精,7.727,0.731,1333,103
000 开始记录,500,5000,500,500,1,属性类,2,暴怒妖精,8.402,0.760,1333,112
000 开始记录,500,5000,500,500,1,防御类,3,盾甲妖精,8.627,0.769,1333,115
000 开始记录,500,5000,500,500,1,防御类,4,护盾妖精,7.952,0.741,1333,106
000 开始记录,500,5000,500,500,1,防御类,6,嘲讽妖精,6.527,0.676,1333,87
000 开始记录,500,5000,500,500,1,狂暴类,7,狙击妖精,8.702,0.772,1333,116
000 开始记录,500,5000,500,500,1,狂暴类,8,炮击妖精,8.927,0.781,1333,119
000 开始记录,500,5000,500,500,1,狂暴类,9,空袭妖精,6.977,0.698,1333,93
000 开始记录,500,5000,500,500,1,增益类,15,指挥妖精,7.427,0.718,1333,99
000 开始记录,500,5000,500,500,1,增益类,16,搜救妖精,7.577,0.725,1333,101
000 开始记录,500,5000,500,500,1,增益类,17,照明妖精,6.602,0.680,1333,88
000 开始记录,500,5000,500,500,1,防御类,24,立盾妖精,7.352,0.715,1333,98
000 开始记录,500,5000,500,500,1,防御类,25,双生妖精,7.202,0.708,1333,96
000 开始记录,750,500,1000,500,1,属性类,1,勇士妖精,5.750,0.263,7826,450
000 开始记录,750,500,1000,500,1,属性类,2,暴怒妖精,6.542,0.279,7826,512
000 开始记录,750,500,1000,500,1,防御类,3,盾甲妖精,5.891,0.266,7826,461
000 开始记录,750,500,1000,500,1,防御类,4,护盾妖精,6.236,0.273,7826,488
000 开始记录,750,500,1000,500,1,防御类,6,嘲讽妖精,6.312,0.275,7826,494
000 开始记录,750,500,1000,500,1,狂暴类,7,狙击妖精,6.031,0.269,7826,472
000 开始记录,750,500,1000,500,1,狂暴类,8,炮击妖精,5.852,0.265,7826,458
000 开始记录,750,500,1000,500,1,狂暴类,9,空袭妖精,6.044,0.269,7826,473
000 开始记录,750,500,1000,500,1,增益类,15,指挥妖精,12.982,0.380,7826,1016
000 开始记录,750,500,1000,500,1,增益类,16,搜救妖精,11.794,0.365,7826,923
000 开始记录,750,500,1000,500,1,增益类,17,照明妖精,13.890,0.391,7826,1087
000 开始记录,750,500,1000,500,1,防御类,24,立盾妖精,5.891,0.266,7826,461
000 开始记录,750,500,1000,500,1,防御类,25,双生妖精,6.785,0.284,7826,531
000 开始记录,750,1000,500,500,1,属性类,1,勇士妖精,11.371,0.359,7836,891
000 开始记录,750,1000,500,500,1,属性类,2,暴怒妖精,11.396,0.359,7836,893
000 开始记录,750,1000,500,500,1,防御类,3,盾甲妖精,6.406,0.277,7836,502
000 开始记录,750,1000,500,500,1,防御类,4,护盾妖精,8.474,0.315,7836,664
000 开始记录,750,1000,500,500,1,防御类,6,嘲讽妖精,6.815,0.285,7836,534
000 开始记录,750,1000,500,500,1,狂暴类,7,狙击妖精,7.210,0.292,7836,565
000 开始记录,750,1000,500,500,1,狂暴类,8,炮击妖精,8.742,0.319,7836,685
000 开始记录,750,1000,500,500,1,狂暴类,9,空袭妖精,6.534,0.279,7836,512
000 开始记录,750,1000,500,500,1,增益类,15,指挥妖精,5.896,0.266,7836,462
000 开始记录,750,1000,500,500,1,增益类,16,搜救妖精,5.921,0.267,7836,464
000 开始记录,750,1000,500,500,1,增益类,17,照明妖精,5.641,0.261,7836,442
000 开始记录,750,1000,500,500,1,防御类,24,立盾妖精,8.729,0.319,7836,684
000 开始记录,750,1000,500,500,1,防御类,25,双生妖精,6.866,0.286,7836,538
000 开始记录,1000,750,500,500,1,属性类,1,勇士妖精,7.144,0.185,19387,1385
000 开始记录,1000,750,500,500,1,属性类,2,暴怒妖精,7.154,0.185,19387,1387
000 开始记录,1000,750,500,500,1,防御类,3,盾甲妖精,11.095,0.226,19387,2151
000 开始记录,1000,750,500,500,1,防御类,4,护盾妖精,11.198,0.226,19387,2171
000 开始记录,1000,750,500,500,1,防御类,6,嘲讽妖精,11.828,0.232,19387,2293
000 开始记录,1000,750,500,500,1,狂暴类,7,狙击妖精,5.318,0.161,19387,1031
000 开始记录,1000,750,500,500,1,狂暴类,8,炮击妖精,5.323,0.161,19387,1032
000 开始记录,1000,750,500,500,1,狂暴类,9,空袭妖精,4.874,0.155,19387,945
000 开始记录,1000,750,500,500,1,增益类,15,指挥妖精,5.143,0.159,19387,997
000 开始记录,1000,750,500,500,1,增益类,16,搜救妖精,5.612,0.165,19387,1088
000 开始记录,1000,750,500,500,1,增益类,17,照明妖精,4.802,0.154,19387,931
000 开始记录,1000,750,500,500,1,防御类,24,立盾妖精,9.316,0.209,19387,1806
000 开始记录,1000,750,500,500,1,防御类,25,双生妖精,11.193,0.226,19387,2170
000 开始记录,2000,500,2000,1000,1,属性类,1,勇士妖精,5.857,0.290,6539,383
000 开始记录,2000,500,2000,1000,1,属性类,2,暴怒妖精,6.209,0.298,6539,406
000 开始记录,2000,500,2000,1000,1,防御类,3,盾甲妖精,6.622,0.307,6539,433
000 开始记录,2000,500,2000,1000,1,防御类,4,护盾妖精,6.270,0.300,6539,410
000 开始记录,2000,500,2000,1000,1,增援类,5,防御妖精,5.597,0.284,6539,366
000 开始记录,2000,500,2000,1000,1,防御类,6,嘲讽妖精,6.530,0.305,6539,427
000 开始记录,2000,500,2000,1000,1,狂暴类,7,狙击妖精,6.209,0.298,6539,406
000 开始记录,2000,500,2000,1000,1,狂暴类,8,炮击妖精,5.750,0.288,6539,376
000 开始记录,2000,500,2000,1000,1,狂暴类,9,空袭妖精,5.704,0.287,6539,373
000 开始记录,2000,500,2000,1000,1,增援类,10,增援妖精,5.261,0.276,6539,344
000 开始记录,2000,500,2000,1000,1,增援类,11,空降妖精,5.429,0.280,6539,355
000 开始记录,2000,500,2000,1000,1,增益类,15,指挥妖精,7.616,0.328,6539,498
000 开始记录,2000,500,2000,1000,1,增益类,16,搜救妖精,7.432,0.324,6539,486
000 开始记录,2000,500,2000,1000,1,增益类,17,照明妖精,7.799,0.332,6539,510
000 开始记录,2000,500,2000,1000,1,防御类,24,立盾妖精,5.215,0.275,6539,341
000 开始记录,2000,500,2000,1000,1,防御类,25,双生妖精,6.499,0.305,6539,425
000 开始记录,2000,500,2000,1500,1,属性类,1,勇士妖精,4.110,0.621,1022,42
000 开始记录,2000,500,2000,1500,1,属性类,2,暴怒妖精,4.501,0.648,1022,46
000 开始记录,2000,500,2000,1500,1,防御类,3,盾甲妖精,8.415,0.868,1022,86
000 开始记录,2000,500,2000,1500,1,防御类,4,护盾妖精,5.479,0.712,1022,56
000 开始记录,2000,500,2000,1500,1,增援类,5,防御妖精,6.849,0.790,1022,70
000 开始记录,2000,500,2000,1500,1,防御类,6,嘲讽妖精,5.773,0.729,1022,59
000 开始记录,2000,500,2000,1500,1,狂暴类,7,狙击妖精,6.262,0.758,1022,64
000 开始记录,2000,500,2000,1500,1,狂暴类,8,炮击妖精,4.403,0.641,1022,45
000 开始记录,2000,500,2000,1500,1,狂暴类,9,空袭妖精,6.360,0.763,1022,65
000 开始记录,2000,500,2000,1500,1,增援类,10,增援妖精,6.654,0.779,1022,68
000 开始记录,2000,500,2000,1500,1,增援类,11,空降妖精,8.219,0.859,1022,84
000 开始记录,2000,500,2000,1500,1,增益类,15,指挥妖精,6.458,0.768,1022,66
000 开始记录,2000,500,2000,1500,1,增益类,16,搜救妖精,7.632,0.830,1022,78
000 开始记录,2000,500,2000,1500,1,增益类,17,照明妖精,7.730,0.835,1022,79
000 开始记录,2000,500,2000,1500,1,防御类,24,立盾妖精,5.088,0.687,1022,52
000 开始记录,2000,500,2000,1500,1,防御类,25,双生妖精,6.067,0.746,1022,62
000 开始记录,2000,2000,2000,1000,1,属性类,1,勇士妖精,5.318,0.077,85453,4544
000 开始记录,2000,2000,2000,1000,1,属性类,2,暴怒妖精,5.233,0.076,85453,4472
000 开始记录,2000,2000,2000,1000,1,防御类,3,盾甲妖精,5.616,0.079,85453,4799
000 开始记录,2000,2000,2000,1000,1,防御类,4,护盾妖精,5.391,0.077,85453,4607
000 开始记录,2000,2000,2000,1000,1,增援类,5,防御妖精,4.704,0.072,85453,4020
000 开始记录,2000,2000,2000,1000,1,防御类,6,嘲讽妖精,5.463,0.078,85453,4668
000 开始记录,2000,2000,2000,1000,1,狂暴类,7,狙击妖精,5.205,0.076,85453,4448
000 开始记录,2000,2000,2000,1000,1,狂暴类,8,炮击妖精,5.326,0.077,85453,4551
000 开始记录,2000,2000,2000,1000,1,狂暴类,9,空袭妖精,5.068,0.075,85453,4331
000 开始记录,2000,2000,2000,1000,1,增援类,10,增援妖精,4.235,0.069,85453,3619
000 开始记录,2000,2000,2000,1000,1,增援类,11,空降妖精,4.401,0.070,85453,3761
000 开始记录,2000,2000,2000,1000,1,战役类,12,布雷妖精,4.251,0.069,85453,3633
000 开始记录,2000,2000,2000,1000,1,战役类,13,火箭妖精,5.025,0.075,85453,4294
000 开始记录,2000,2000,2000,1000,1,战役类,14,工事妖精,4.635,0.072,85453,3961
000 开始记录,2000,2000,2000,1000,1,增益类,15,指挥妖精,5.417,0.077,85453,4629
000 开始记录,2000,2000,2000,1000,1,增益类,16,搜救妖精,5.208,0.076,85453,4450
000 开始记录,2000,2000,2000,1000,1,增益类,17,照明妖精,5.052,0.075,85453,4317
000 开始记录,2000,2000,2000,1000,1,战役类,23,连击妖精,4.407,0.070,85453,3766
000 开始记录,2000,2000,2000,1000,1,防御类,24,立盾妖精,4.658,0.072,85453,3980
000 开始记录,2000,2000,2000,1000,1,防御类,25,双生妖精,5.387,0.077,85453,4603
000 开始记录,2000,2000,2000,1000,2,属性类,1,勇士妖精,3.972,0.285,4708,187
000 开始记录,2000,2000,2000,1000,2,属性类,2,暴怒妖精,4.036,0.287,4708,190
000 开始记录,2000,2000,2000,1000,2,防御类,3,盾甲妖精,3.993,0.285,4708,188
000 开始记录,2000,2000,2000,1000,2,防御类,4,护盾妖精,3.760,0.277,4708,177
000 开始记录,2000,2000,2000,1000,2,增援类,5,防御妖精,7.094,0.374,4708,334
000 开始记录,2000,2000,2000,1000,2,防御类,6,嘲讽妖精,4.142,0.290,4708,195
000 开始记录,2000,2000,2000,1000,2,狂暴类,7,狙击妖精,3.653,0.273,4708,172
000 开始记录,2000,2000,2000,1000,2,狂暴类,8,炮击妖精,4.163,0.291,4708,196
000 开始记录,2000,2000,2000,1000,2,狂暴类,9,空袭妖精,3.802,0.279,4708,179
000 开始记录,2000,2000,2000,1000,2,增援类,10,增援妖精,6.627,0.362,4708,312
000 开始记录,2000,2000,2000,1000,2,增援类,11,空降妖精,6.988,0.372,4708,329
000 开始记录,2000,2000,2000,1000,2,战役类,12,布雷妖精,6.521,0.360,4708,307
000 开始记录,2000,2000,2000,1000,2,战役类,13,火箭妖精,7.795,0.391,4708,367
000 开始记录,2000,2000,2000,1000,2,战役类,14,工事妖精,7.647,0.387,4708,360
000 开始记录,2000,2000,2000,1000,2,增益类,15,指挥妖精,3.505,0.268,4708,165
000 开始记录,2000,2000,2000,1000,2,增益类,16,搜救妖精,4.078,0.288,4708,192
000 开始记录,2000,2000,2000,1000,2,增益类,17,照明妖精,4.078,0.288,4708,192
000 开始记录,2000,2000,2000,1000,2,战役类,23,连击妖精,6.669,0.364,4708,314
000 开始记录,2000,2000,2000,1000,2,防御类,24,立盾妖精,3.632,0.273,4708,171
000 开始记录,2000,2000,2000,1000,2,防御类,25,双生妖精,3.845,0.280,4708,181
000 开始记录,2000,2000,2000,1000,3,属性类,1,勇士妖精,1.699,0.207,3885,66
000 开始记录,2000,2000,2000,1000,3,属性类,2,暴怒妖精,1.956,0.222,3885,76
000 开始记录,2000,2000,2000,1000,3,防御类,3,盾甲妖精,2.162,0.233,3885,84
000 开始记录,2000,2000,2000,1000,3,防御类,4,护盾妖精,1.776,0.212,3885,69
000 开始记录,2000,2000,2000,1000,3,增援类,5,防御妖精,10.605,0.494,3885,412
000 开始记录,2000,2000,2000,1000,3,防御类,6,嘲讽妖精,1.879,0.218,3885,73
000 开始记录,2000,2000,2000,1000,3,狂暴类,7,狙击妖精,2.111,0.231,3885,82
000 开始记录,2000,2000,2000,1000,3,狂暴类,8,炮击妖精,1.802,0.213,3885,70
000 开始记录,2000,2000,2000,1000,3,狂暴类,9,空袭妖精,1.982,0.224,3885,77
000 开始记录,2000,2000,2000,1000,3,增援类,10,增援妖精,9.807,0.477,3885,381
000 开始记录,2000,2000,2000,1000,3,增援类,11,空降妖精,9.781,0.477,3885,380
000 开始记录,2000,2000,2000,1000,3,战役类,12,布雷妖精,10.399,0.490,3885,404
000 开始记录,2000,2000,2000,1000,3,战役类,13,火箭妖精,12.149,0.524,3885,472
000 开始记录,2000,2000,2000,1000,3,战役类,14,工事妖精,11.686,0.515,3885,454
000 开始记录,2000,2000,2000,1000,3,增益类,15,指挥妖精,2.008,0.225,3885,78
000 开始记录,2000,2000,2000,1000,3,增益类,16,搜救妖精,2.136,0.232,3885,83
000 开始记录,2000,2000,2000,1000,3,增益类,17,照明妖精,1.750,0.210,3885,68
000 开始记录,2000,2000,2000,1000,3,战役类,23,连击妖精,11.197,0.506,3885,435
000 开始记录,2000,2000,2000,1000,3,防御类,24,立盾妖精,1.338,0.184,3885,52
000 开始记录,2000,2000,2000,1000,3,防御类,25,双生妖精,1.776,0.212,3885,69
000 开始记录,2000,2000,2000,2000,1,属性类,1,勇士妖精,5.017,0.244,8013,402
000 开始记录,2000,2000,2000,2000,1,属性类,2,暴怒妖精,4.992,0.243,8013,400
000 开始记录,2000,2000,2000,2000,1,防御类,3,盾甲妖精,5.566,0.256,8013,446
000 开始记录,2000,2000,2000,2000,1,防御类,4,护盾妖精,5.117,0.246,8013,410
000 开始记录,2000,2000,2000,2000,1,增援类,5,防御妖精,5.291,0.250,8013,424
000 开始记录,2000,2000,2000,2000,1,防御类,6,嘲讽妖精,5.042,0.244,8013,404
000 开始记录,2000,2000,2000,2000,1,狂暴类,7,狙击妖精,5.092,0.246,8013,408
000 开始记录,2000,2000,2000,2000,1,狂暴类,8,炮击妖精,4.817,0.239,8013,386
000 开始记录,2000,2000,2000,2000,1,狂暴类,9,空袭妖精,4.355,0.228,8013,349
000 开始记录,2000,2000,2000,2000,1,增援类,10,增援妖精,4.705,0.237,8013,377
000 开始记录,2000,2000,2000,2000,1,增援类,11,空降妖精,5.229,0.249,8013,419
000 开始记录,2000,2000,2000,2000,1,战役类,12,布雷妖精,4.830,0.239,8013,387
000 开始记录,2000,2000,2000,2000,1,战役类,13,火箭妖精,5.341,0.251,8013,428
000 开始记录,2000,2000,2000,2000,1,战役类,14,工事妖精,5.241,0.249,8013,420
000 开始记录,2000,2000,2000,2000,1,增益类,15,指挥妖精,4.655,0.235,8013,373
000 开始记录,2000,2000,2000,2000,1,增益类,16,搜救妖精,4.630,0.235,8013,371
000 开始记录,2000,2000,2000,2000,1,增益类,17,照明妖精,5.042,0.244,8013,404
000 开始记录,2000,2000,2000,2000,1,战役类,23,连击妖精,5.266,0.250,8013,422
000 开始记录,2000,2000,2000,2000,1,防御类,24,立盾妖精,4.505,0.232,8013,361
000 开始记录,2000,2000,2000,2000,1,防御类,25,双生妖精,5.266,0.250,8013,422
000 开始记录,3000,500,2000,1500,1,属性类,1,勇士妖精,4.805,0.066,103452,4971
000 开始记录,3000,500,2000,1500,1,属性类,2,暴怒妖精,5.178,0.069,103452,5357
000 开始记录,3000,500,2000,1500,1,防御类,3,盾甲妖精,5.768,0.072,103452,5967
000 开始记录,3000,500,2000,1500,1,防御类,4,护盾妖精,5.297,0.070,103452,5480
000 开始记录,3000,500,2000,1500,1,增援类,5,防御妖精,9.893,0.093,103452,10234
000 开始记录,3000,500,2000,1500,1,防御类,6,嘲讽妖精,5.645,0.072,103452,5840
000 开始记录,3000,500,2000,1500,1,狂暴类,7,狙击妖精,4.932,0.067,103452,5102
000 开始记录,3000,500,2000,1500,1,狂暴类,8,炮击妖精,4.910,0.067,103452,5079
000 开始记录,3000,500,2000,1500,1,狂暴类,9,空袭妖精,4.925,0.067,103452,5095
000 开始记录,3000,500,2000,1500,1,增援类,10,增援妖精,9.903,0.093,103452,10245
000 开始记录,3000,500,2000,1500,1,增援类,11,空降妖精,10.048,0.093,103452,10395
000 开始记录,3000,500,2000,1500,1,增益类,15,指挥妖精,6.149,0.075,103452,6361
000 开始记录,3000,500,2000,1500,1,增益类,16,搜救妖精,6.029,0.074,103452,6237
000 开始记录,3000,500,2000,1500,1,增益类,17,照明妖精,6.118,0.075,103452,6329
000 开始记录,3000,500,2000,1500,1,防御类,24,立盾妖精,4.715,0.066,103452,4878
000 开始记录,3000,500,2000,1500,1,防御类,25,双生妖精,5.686,0.072,103452,5882
000 开始记录,3000,500,2000,1500,2,属性类,1,勇士妖精,3.678,0.227,6852,252
000 开始记录,3000,500,2000,1500,2,属性类,2,暴怒妖精,3.780,0.230,6852,259
000 开始记录,3000,500,2000,1500,2,防御类,3,盾甲妖精,4.612,0.253,6852,316
000 开始记录,3000,500,2000,1500,2,防御类,4,护盾妖精,3.882,0.233,6852,266
000 开始记录,3000,500,2000,1500,2,增援类,5,防御妖精,15.718,0.440,6852,1077
000 开始记录,3000,500,2000,1500,2,防御类,6,嘲讽妖精,4.495,0.250,6852,308
000 开始记录,3000,500,2000,1500,2,狂暴类,7,狙击妖精,3.649,0.226,6852,250
000 开始记录,3000,500,2000,1500,2,狂暴类,8,炮击妖精,3.546,0.223,6852,243
000 开始记录,3000,500,2000,1500,2,狂暴类,9,空袭妖精,3.576,0.224,6852,245
000 开始记录,3000,500,2000,1500,2,增援类,10,增援妖精,15.499,0.437,6852,1062
000 开始记录,3000,500,2000,1500,2,增援类,11,空降妖精,15.134,0.433,6852,1037
000 开始记录,3000,500,2000,1500,2,增益类,15,指挥妖精,4.962,0.262,6852,340
000 开始记录,3000,500,2000,1500,2,增益类,16,搜救妖精,4.539,0.251,6852,311
